0,0.30045
1,2.7982
2,-7.1928
3,32.7712
4,-127.0848
5,512.3392
6,-2045.3568
7,8185.4272
8,-32737.7088
9,130954.8352
10,-523815.3408
11,2095265.3632
12,-8381057.4528
13,33524233.8112
14,-134096931.2448
15,536387728.9792
16,-2145550911.9168
17,8582203651.6672
18,-34328814602.6688
19,137315258414.6752
20,-549261033654.7008
21,2197044134622.8032
22,-8788176538487.213
23,35152706153952.85
24,-140610824615807.4
25,562443298463233.6
26,-2249773193852930.5
27,8999092775411726.0
28,-3.59963711016469e+16
29,1.439854844065876e+17
30,-5.759419376263504e+17
31,2.3037677505054016e+18
32,-9.215071002021606e+18
33,3.6860284008086426e+19
34,-1.474411360323457e+20
35,5.897645441293828e+20
36,-2.3590581765175312e+21
37,9.436232706070125e+21
38,-3.77449308242805e+22
39,1.50979723297122e+23
40,-6.03918893188488e+23
41,2.415675572753952e+24
42,-9.662702291015808e+24
43,3.865080916406323e+25
44,-1.5460323665625293e+26
45,6.184129466250117e+26
46,-2.4736517865000468e+27
47,9.894607146000187e+27
48,-3.957842858400075e+28
49,1.58313714336003e+29
