0,0.30015
1,2.7994000000000003
2,-7.197600000000001
3,32.790400000000005
4,-127.16160000000002
5,512.6464000000001
6,-2046.5856000000003
7,8190.342400000001
8,-32757.369600000005
9,131033.47840000002
10,-524129.9136000001
11,2096523.6544000003
12,-8386090.617600001
13,33544366.470400006
14,-134177461.88160002
15,536709851.5264001
16,-2146839402.1056004
17,8587357612.422401
18,-34349430445.689606
19,137397721786.75842
20,-549590887143.0337
21,2198363548576.1348
22,-8793454194300.539
23,35173816777206.156
24,-140695267108820.62
25,562781068435286.5
26,-2251124273741142.0
27,9004497094964572.0
28,-3.6017988379858284e+16
29,1.4407195351943314e+17
30,-5.7628781407773254e+17
31,2.3051512563109302e+18
32,-9.220605025243721e+18
33,3.6882420100974883e+19
34,-1.4752968040389953e+20
35,5.901187216155981e+20
36,-2.3604748864623925e+21
37,9.44189954584957e+21
38,-3.776759818339828e+22
39,1.5107039273359312e+23
40,-6.042815709343725e+23
41,2.41712628373749e+24
42,-9.66850513494996e+24
43,3.867402053979984e+25
44,-1.5469608215919935e+26
45,6.187843286367974e+26
46,-2.4751373145471897e+27
47,9.900549258188759e+27
48,-3.9602197032755035e+28
49,1.5840878813102014e+29
