0,0.30019999999999997
1,2.7992
2,-7.1968
3,32.7872
4,-127.1488
5,512.5952
6,-2046.3808
7,8189.5232
8,-32754.0928
9,131020.3712
10,-524077.4848
11,2096313.9392
12,-8385251.7568
13,33541011.0272
14,-134164040.1088
15,536656164.4352
16,-2146624653.7408
17,8586498618.9632
18,-34345994471.8528
19,137383977891.4112
20,-549535911561.6448
21,2198143646250.579
22,-8792574584998.316
23,35170298339997.266
24,-140681193359985.06
25,562724773439944.25
26,-2250899093759773.0
27,9003596375039096.0
28,-3.601438550015638e+16
29,1.4405754200062552e+17
30,-5.762301680025021e+17
31,2.3049206720100083e+18
32,-9.219682688040033e+18
33,3.6878730752160133e+19
34,-1.4751492300864053e+20
35,5.900596920345621e+20
36,-2.3602387681382485e+21
37,9.440955072552994e+21
38,-3.7763820290211976e+22
39,1.510552811608479e+23
40,-6.042211246433916e+23
41,2.4168844985735665e+24
42,-9.667537994294266e+24
43,3.8670151977177064e+25
44,-1.5468060790870825e+26
45,6.18722431634833e+26
46,-2.474889726539332e+27
47,9.899558906157328e+27
48,-3.9598235624629313e+28
49,1.5839294249851725e+29
