0,0.3
1,2.8
2,-7.199999999999999
3,32.8
4,-127.19999999999999
5,512.8
6,-2047.1999999999998
7,8192.8
8,-32767.199999999997
9,131072.8
10,-524287.19999999995
11,2097152.8
12,-8388607.199999999
13,33554432.8
14,-134217727.19999999
15,536870912.8
16,-2147483647.1999998
17,8589934592.8
18,-34359738367.199997
19,137438953472.8
20,-549755813887.19995
21,2199023255552.8
22,-8796093022207.199
23,35184372088832.8
24,-140737488355327.19
25,562949953421312.8
26,-2251799813685247.0
27,9007199254740992.0
28,-3.6028797018963964e+16
29,1.4411518807585586e+17
30,-5.764607523034234e+17
31,2.3058430092136937e+18
32,-9.223372036854775e+18
33,3.68934881474191e+19
34,-1.475739525896764e+20
35,5.902958103587056e+20
36,-2.3611832414348223e+21
37,9.444732965739289e+21
38,-3.7778931862957158e+22
39,1.5111572745182863e+23
40,-6.044629098073145e+23
41,2.417851639229258e+24
42,-9.671406556917032e+24
43,3.868562622766813e+25
44,-1.5474250491067252e+26
45,6.189700196426901e+26
46,-2.4758800785707603e+27
47,9.903520314283041e+27
48,-3.9614081257132164e+28
49,1.5845632502852866e+29
