0,0.3004
1,2.7984
2,-7.1936
3,32.7744
4,-127.0976
5,512.3904
6,-2045.5616
7,8186.2464
8,-32740.9856
9,130967.9424
10,-523867.7696
11,2095475.0784
12,-8381896.3136
13,33527589.2544
14,-134110353.0176
15,536441416.0704
16,-2145765660.2816
17,8583062645.1264
18,-34332250576.5056
19,137329002310.0224
20,-549316009236.0896
21,2197264036948.3584
22,-8789056147789.434
23,35156224591161.734
24,-140624898364642.94
25,562499593458575.75
26,-2249998373834299.0
27,8999993495337200.0
28,-3.5999973981348796e+16
29,1.4399989592539518e+17
30,-5.7599958370158074e+17
31,2.303998334806323e+18
32,-9.215993339225292e+18
33,3.6863973356901167e+19
34,-1.4745589342760467e+20
35,5.898235737104187e+20
36,-2.3592942948416747e+21
37,9.437177179366699e+21
38,-3.7748708717466795e+22
39,1.5099483486986718e+23
40,-6.039793394794687e+23
41,2.415917357917875e+24
42,-9.6636694316715e+24
43,3.8654677726686e+25
44,-1.54618710906744e+26
45,6.18474843626976e+26
46,-2.473899374507904e+27
47,9.895597498031616e+27
48,-3.958238999212646e+28
49,1.5832955996850585e+29
