0,0.3001
1,2.7996
2,-7.1983999999999995
3,32.7936
4,-127.17439999999999
5,512.6976
6,-2046.7903999999999
7,8191.161599999999
8,-32760.646399999998
9,131046.58559999999
10,-524182.34239999996
11,2096733.3695999999
12,-8386929.478399999
13,33547721.913599998
14,-134190883.65439999
15,536763538.61759996
16,-2147054150.4703999
17,8588216605.881599
18,-34352866419.526398
19,137411465682.10559
20,-549645862724.42236
21,2198583450901.6895
22,-8794333803602.758
23,35177335214415.03
24,-140709340857656.12
25,562837363430628.5
26,-2251349453722510.0
27,9005397814890044.0
28,-3.6021591259560172e+16
29,1.4408636503824069e+17
30,-5.7634546015296275e+17
31,2.305381840611851e+18
32,-9.221527362447404e+18
33,3.6886109449789616e+19
34,-1.4754443779915846e+20
35,5.9017775119663386e+20
36,-2.3607110047865354e+21
37,9.442844019146142e+21
38,-3.7771376076584567e+22
39,1.5108550430633827e+23
40,-6.043420172253531e+23
41,2.4173680689014123e+24
42,-9.669472275605649e+24
43,3.8677889102422597e+25
44,-1.5471155640969039e+26
45,6.1884622563876154e+26
46,-2.4753849025550462e+27
47,9.901539610220185e+27
48,-3.960615844088074e+28
49,1.5842463376352296e+29
