0,0.30005
1,2.7998000000000003
2,-7.199200000000001
3,32.796800000000005
4,-127.18720000000002
5,512.7488000000001
6,-2046.9952000000003
7,8191.980800000001
8,-32763.923200000005
9,131059.69280000002
10,-524234.7712000001
11,2096943.0848000003
12,-8387768.339200001
13,33551077.356800005
14,-134204305.42720002
15,536817225.7088001
16,-2147268898.8352003
17,8589075599.340801
18,-34356302393.363205
19,137425209577.45282
20,-549700838305.8113
21,2198803353227.245
22,-8795213412904.98
23,35180853651623.92
24,-140723414606491.69
25,562893658425970.75
26,-2251574633703879.0
27,9006298534815520.0
28,-3.6025194139262076e+16
29,1.441007765570483e+17
30,-5.764031062281932e+17
31,2.3056124249127729e+18
32,-9.222449699651091e+18
33,3.6889798798604366e+19
34,-1.4755919519441746e+20
35,5.9023678077766985e+20
36,-2.3609471231106794e+21
37,9.443788492442718e+21
38,-3.777515396977087e+22
39,1.5110061587908348e+23
40,-6.044024635163339e+23
41,2.4176098540653357e+24
42,-9.670439416261343e+24
43,3.868175766504537e+25
44,-1.5472703066018149e+26
45,6.1890812264072594e+26
46,-2.4756324905629038e+27
47,9.902529962251615e+27
48,-3.961011984900646e+28
49,1.5844047939602584e+29
