0,0.3003
1,2.7988
2,-7.1952
3,32.7808
4,-127.1232
5,512.4928
6,-2045.9712
7,8187.8848
8,-32747.5392
9,130994.1568
10,-523972.6272
11,2095894.5088
12,-8383574.0352
13,33534300.1408
14,-134137196.5632
15,536548790.2528
16,-2146195157.0112
17,8584780632.0448
18,-34339122524.1792
19,137356490100.7168
20,-549425960398.8672
21,2197703841599.4688
22,-8790815366393.875
23,35163261465579.5
24,-140653045862314.0
25,562612183449260.0
26,-2250448733797036.0
27,9001794935188148.0
28,-3.6007179740752588e+16
29,1.4402871896301035e+17
30,-5.761148758520414e+17
31,2.3044595034081656e+18
32,-9.217838013632663e+18
33,3.687135205453065e+19
34,-1.474854082181226e+20
35,5.899416328724904e+20
36,-2.3597665314899616e+21
37,9.439066125959846e+21
38,-3.7756264503839386e+22
39,1.5102505801535754e+23
40,-6.041002320614302e+23
41,2.4164009282457207e+24
42,-9.665603712982883e+24
43,3.866241485193153e+25
44,-1.5464965940772612e+26
45,6.185986376309045e+26
46,-2.474394550523618e+27
47,9.897578202094472e+27
48,-3.9590312808377888e+28
49,1.5836125123351155e+29
